year,month,payment_system,volume,value,unit,note
2022,February,NEFT,0.0,2477058.56,"volume in million, value in rupees crore",
2022,February,RTGS,17.92,9277355.75,"volume in million, value in rupees crore",
2022,February,UPI,4527.49,826843.0,"volume in million, value in rupees crore",
2022,January,BHIM,25.74,8500.79,"volume in million, value in rupees crore",
2022,January,Bharat Bill Pay,62.71,10082.75,"volume in million, value in rupees crore",
2022,January,IMPS,440.17,387006.73,"volume in million, value in rupees crore",
2022,January,Mobile,0.05,134.22,"volume in million, value in rupees crore",
2022,January,NEFT,0.0,2442685.82,"volume in million, value in rupees crore",
2022,January,RTGS,18.01,9285159.48,"volume in million, value in rupees crore",
2022,January,UPI,4617.15,831993.11,"volume in million, value in rupees crore",
2021,December,BHIM,27.01,8816.1,"volume in million, value in rupees crore",
2021,December,Bharat Bill Pay,62.14,10338.41,"volume in million, value in rupees crore",
2021,December,IMPS,442.98,396411.41,"volume in million, value in rupees crore",
2021,December,Mobile,0.05,135.94,"volume in million, value in rupees crore",
2021,December,NEFT,0.0,2724980.11,"volume in million, value in rupees crore",
2021,December,RTGS,19.15,11418232.57,"volume in million, value in rupees crore",
2021,December,UPI,4566.3,826848.22,"volume in million, value in rupees crore",
2021,November,BHIM,25.13,8221.91,"volume in million, value in rupees crore",
2021,November,Bharat Bill Pay,59.49,10222.84,"volume in million, value in rupees crore",
2021,November,IMPS,412.05,364679.71,"volume in million, value in rupees crore",
2021,November,Mobile,0.04,125.79,"volume in million, value in rupees crore",
2021,November,NEFT,0.0,2314490.43,"volume in million, value in rupees crore",
2021,November,RTGS,15.53,8631202.61,"volume in million, value in rupees crore",
2021,November,UPI,4186.48,768436.11,"volume in million, value in rupees crore",
2021,October,BHIM,27.16,8497.33,"volume in million, value in rupees crore",
2021,October,Bharat Bill Pay,60.62,10530.2,"volume in million, value in rupees crore",
2021,October,IMPS,430.67,370712.43,"volume in million, value in rupees crore",
2021,October,Mobile,0.04,128.95,"volume in million, value in rupees crore",
2021,October,NEFT,0.0,2476396.56,"volume in million, value in rupees crore",
2021,October,RTGS,18.29,8956918.27,"volume in million, value in rupees crore",
2021,October,UPI,4218.65,771444.98,"volume in million, value in rupees crore",
2021,September,BHIM,25.25,7522.56,"volume in million, value in rupees crore",
2021,September,Bharat Bill Pay,59.55,12027.06,"volume in million, value in rupees crore",
2021,September,IMPS,384.88,324094.24,"volume in million, value in rupees crore",
2021,September,Mobile,0.04,117.89,"volume in million, value in rupees crore",
2021,September,NEFT,0.0,2419688.18,"volume in million, value in rupees crore",
2021,September,RTGS,17.33,9838857.98,"volume in million, value in rupees crore",
2021,September,UPI,3654.3,654351.81,"volume in million, value in rupees crore",
2021,August,BHIM,26.21,8046.96,"volume in million, value in rupees crore",
2021,August,Bharat Bill Pay,58.88,10307.4,"volume in million, value in rupees crore",
2021,August,IMPS,379.71,320202.97,"volume in million, value in rupees crore",
2021,August,Mobile,0.04,113.65,"volume in million, value in rupees crore",
2021,August,NEFT,0.0,2209817.9,"volume in million, value in rupees crore",
2021,August,RTGS,16.51,8936185.69,"volume in million, value in rupees crore",
2021,August,UPI,3555.55,639116.95,"volume in million, value in rupees crore",
2021,July,BHIM,23.65,7426.53,"volume in million, value in rupees crore",
2021,July,Bharat Bill Pay,51.13,9612.87,"volume in million, value in rupees crore",
2021,July,IMPS,349.76,309054.12,"volume in million, value in rupees crore",
2021,July,Mobile,0.04,114.93,"volume in million, value in rupees crore",
2021,July,NEFT,0.0,2204302.78,"volume in million, value in rupees crore",
2021,July,RTGS,16.64,9288983.57,"volume in million, value in rupees crore",
2021,July,UPI,3247.82,606281.14,"volume in million, value in rupees crore",
2021,June,BHIM,22.74,7303.76,"volume in million, value in rupees crore",
2021,June,Bharat Bill Pay,45.47,7934.71,"volume in million, value in rupees crore",
2021,June,IMPS,303.76,284033.21,"volume in million, value in rupees crore",
2021,June,Mobile,0.03,103.37,"volume in million, value in rupees crore",
2021,June,NEFT,0.0,2097771.14,"volume in million, value in rupees crore",
2021,June,RTGS,15.26,8885130.15,"volume in million, value in rupees crore",
2021,June,UPI,2807.51,547373.17,"volume in million, value in rupees crore",
2021,May,BHIM,20.92,6760.07,"volume in million, value in rupees crore",
2021,May,Bharat Bill Pay,39.22,6270.31,"volume in million, value in rupees crore",
2021,May,IMPS,279.81,266241.36,"volume in million, value in rupees crore",
2021,May,Mobile,0.03,89.82,"volume in million, value in rupees crore",
2021,May,NEFT,0.0,1819458.99,"volume in million, value in rupees crore",
2021,May,RTGS,12.23,7211162.33,"volume in million, value in rupees crore",
2021,May,UPI,2539.57,490638.65,"volume in million, value in rupees crore",
2021,April,BHIM,22.16,6872.08,"volume in million, value in rupees crore",
2021,April,Bharat Bill Pay,35.13,5201.92,"volume in million, value in rupees crore",
2021,April,IMPS,322.96,299527.03,"volume in million, value in rupees crore",
2021,April,Mobile,0.03,100.63,"volume in million, value in rupees crore",
2021,April,NEFT,0.0,2046234.56,"volume in million, value in rupees crore",
2021,April,RTGS,15.02,7555042.41,"volume in million, value in rupees crore",
2021,April,UPI,2641.06,493663.68,"volume in million, value in rupees crore",
2021,March,BHIM,24.32,7638.65,"volume in million, value in rupees crore",
2021,March,Bharat Bill Pay,35.23,5195.76,"volume in million, value in rupees crore",
2021,March,IMPS,363.14,327234.43,"volume in million, value in rupees crore",
2021,March,Mobile,0.03,124.62,"volume in million, value in rupees crore",
2021,March,NEFT,0.0,3046328.53,"volume in million, value in rupees crore",
2021,March,RTGS,20.07,11427957.68,"volume in million, value in rupees crore",
2021,March,UPI,2731.68,504886.44,"volume in million, value in rupees crore",
2021,February,BHIM,20.36,6366.88,"volume in million, value in rupees crore",
2021,February,Bharat Bill Pay,28.22,4222.37,"volume in million, value in rupees crore",
2021,February,IMPS,318.79,275229.09,"volume in million, value in rupees crore",
2021,February,Mobile,0.02,93.15,"volume in million, value in rupees crore",
2021,February,NEFT,0.0,2152843.73,"volume in million, value in rupees crore",
2021,February,RTGS,15.62,7645509.54,"volume in million, value in rupees crore",
2021,February,UPI,2292.9,425062.76,"volume in million, value in rupees crore",
2021,January,BHIM,23.28,7448.38,"volume in million, value in rupees crore",
2021,January,Bharat Bill Pay,27.23,4051.91,"volume in million, value in rupees crore",
2021,January,IMPS,346.55,288537.18,"volume in million, value in rupees crore",
2021,January,Mobile,0.03,102.03,"volume in million, value in rupees crore",
2021,January,NEFT,0.0,2165869.49,"volume in million, value in rupees crore",
2021,January,RTGS,15.51,7854553.06,"volume in million, value in rupees crore",
2021,January,UPI,2302.73,431181.89,"volume in million, value in rupees crore",
2020,December,BHIM,24.71,7734.19,"volume in million, value in rupees crore",
2020,December,Bharat Bill Pay,26.21,3898.77,"volume in million, value in rupees crore",
2020,December,IMPS,355.69,292324.15,"volume in million, value in rupees crore",
2020,December,Mobile,0.03,89.94,"volume in million, value in rupees crore",
2020,December,NEFT,0.0,2558304.2,"volume in million, value in rupees crore",
2020,December,RTGS,16.17,9058135.92,"volume in million, value in rupees crore",
2020,December,UPI,2234.16,416176.21,"volume in million, value in rupees crore",
2020,November,BHIM,23.47,7456.95,"volume in million, value in rupees crore",
2020,November,Bharat Bill Pay,23.93,3713.21,"volume in million, value in rupees crore",
2020,November,IMPS,339.11,276458.91,"volume in million, value in rupees crore",
2020,November,Mobile,0.02,82.0,"volume in million, value in rupees crore",
2020,November,NEFT,0.0,2218252.5,"volume in million, value in rupees crore",
2020,November,RTGS,13.61,6802206.41,"volume in million, value in rupees crore",
2020,November,UPI,2210.23,390999.15,"volume in million, value in rupees crore",
2020,October,BHIM,24.44,7866.77,"volume in million, value in rupees crore",
2020,October,Bharat Bill Pay,23.72,3961.41,"volume in million, value in rupees crore",
2020,October,IMPS,318.97,274644.73,"volume in million, value in rupees crore",
2020,October,Mobile,2271.35,792446.35,"volume in million, value in rupees crore",
2020,October,NEFT,0.0,2235389.0,"volume in million, value in rupees crore",
2020,October,RTGS,13.65,7226105.14,"volume in million, value in rupees crore",
2020,October,UPI,2071.62,386106.74,"volume in million, value in rupees crore",
2020,September,BHIM,21.33,7215.09,"volume in million, value in rupees crore",
2020,September,Bharat Bill Pay,23.19,3920.83,"volume in million, value in rupees crore",
2020,September,IMPS,279.61,248661.66,"volume in million, value in rupees crore",
2020,September,Mobile,2091.91,704108.61,"volume in million, value in rupees crore",
2020,September,NEFT,0.0,2165514.5,"volume in million, value in rupees crore",
2020,September,RTGS,12.85,7993813.91,"volume in million, value in rupees crore",
2020,September,UPI,1800.14,329027.66,"volume in million, value in rupees crore",
2020,August,BHIM,20.36,6909.59,"volume in million, value in rupees crore",
2020,August,Bharat Bill Pay,21.21,3782.47,"volume in million, value in rupees crore",
2020,August,IMPS,246.12,235136.91,"volume in million, value in rupees crore",
2020,August,Mobile,1986.47,675276.66,"volume in million, value in rupees crore",
2020,August,NEFT,0.0,1930552.3,"volume in million, value in rupees crore",
2020,August,RTGS,11.53,6382551.72,"volume in million, value in rupees crore",
2020,August,UPI,1618.83,298307.61,"volume in million, value in rupees crore",
2020,July,BHIM,19.77,7229.33,"volume in million, value in rupees crore",
2020,July,Bharat Bill Pay,20.16,3707.44,"volume in million, value in rupees crore",
2020,July,IMPS,222.1,225775.24,"volume in million, value in rupees crore",
2020,July,Mobile,1728.13,637488.73,"volume in million, value in rupees crore",
2020,July,NEFT,0.0,1963113.4,"volume in million, value in rupees crore",
2020,July,RTGS,12.32,7137945.04,"volume in million, value in rupees crore",
2020,July,UPI,1497.36,290537.86,"volume in million, value in rupees crore",
2020,June,BHIM,17.87,6610.45,"volume in million, value in rupees crore",
2020,June,Bharat Bill Pay,17.64,2969.66,"volume in million, value in rupees crore",
2020,June,IMPS,198.91,206950.8,"volume in million, value in rupees crore",
2020,June,Mobile,1618.81,599419.52,"volume in million, value in rupees crore",
2020,June,NEFT,0.0,1906586.1,"volume in million, value in rupees crore",
2020,June,RTGS,11.81,7641699.58,"volume in million, value in rupees crore",
2020,June,UPI,1336.93,261835.0,"volume in million, value in rupees crore",
2020,May,BHIM,16.8,6006.69,"volume in million, value in rupees crore",
2020,May,Bharat Bill Pay,16.54,2178.72,"volume in million, value in rupees crore",
2020,May,IMPS,166.68,169401.68,"volume in million, value in rupees crore",
2020,May,Mobile,1462.2,485512.76,"volume in million, value in rupees crore",
2020,May,NEFT,0.0,1481749.5,"volume in million, value in rupees crore",
2020,May,RTGS,8.87,6225396.23,"volume in million, value in rupees crore",
2020,May,UPI,1234.5,218391.6,"volume in million, value in rupees crore",
2020,April,BHIM,13.9,4492.73,"volume in million, value in rupees crore",
2020,April,Bharat Bill Pay,12.77,1371.17,"volume in million, value in rupees crore",
2020,April,IMPS,122.47,121140.79,"volume in million, value in rupees crore",
2020,April,Mobile,1127.6,364031.15,"volume in million, value in rupees crore",
2020,April,NEFT,0.0,1306406.4,"volume in million, value in rupees crore",
2020,April,RTGS,5.33,5612492.53,"volume in million, value in rupees crore",
2020,April,UPI,999.57,151140.66,"volume in million, value in rupees crore",
2020,March,BHIM,17.05,6049.18,"volume in million, value in rupees crore",
2020,March,Bharat Bill Pay,15.85,1954.06,"volume in million, value in rupees crore",
2020,March,IMPS,216.82,201961.7,"volume in million, value in rupees crore",
2020,March,Mobile,1383.03,520199.11,"volume in million, value in rupees crore",
2020,March,NEFT,0.0,2283664.6,"volume in million, value in rupees crore",
2020,March,RTGS,11.71,10368946.28,"volume in million, value in rupees crore",
2020,March,UPI,1246.84,206462.31,"volume in million, value in rupees crore",
2020,February,BHIM,18.4,6524.11,"volume in million, value in rupees crore",
2020,February,Bharat Bill Pay,14.92,1957.44,"volume in million, value in rupees crore",
2020,February,IMPS,247.8,214565.66,"volume in million, value in rupees crore",
2020,February,Mobile,1428.43,525845.96,"volume in million, value in rupees crore",
2020,February,NEFT,0.0,1870493.6,"volume in million, value in rupees crore",
2020,February,RTGS,13.11,7718960.38,"volume in million, value in rupees crore",
2020,February,UPI,1325.69,222516.95,"volume in million, value in rupees crore",
2020,January,BHIM,18.54,6611.22,"volume in million, value in rupees crore",
2020,January,Bharat Bill Pay,14.8,1967.4,"volume in million, value in rupees crore",
2020,January,IMPS,259.53,216810.7,"volume in million, value in rupees crore",
2020,January,Mobile,1440.27,521367.84,"volume in million, value in rupees crore",
2020,January,NEFT,0.0,1929463.5,"volume in million, value in rupees crore",
2020,January,RTGS,13.51,8558048.85,"volume in million, value in rupees crore",
2020,January,UPI,1305.02,216242.97,"volume in million, value in rupees crore",
2019,December,BHIM,17.82,6316.37,"volume in million, value in rupees crore",
2019,December,Bharat Bill Pay,14.08,1970.02,"volume in million, value in rupees crore",
2019,December,IMPS,256.47,210934.23,"volume in million, value in rupees crore",
2019,December,Mobile,1432.21,493143.67,"volume in million, value in rupees crore",
2019,December,NEFT,0.0,1942230.7,"volume in million, value in rupees crore",
2019,December,RTGS,13.38,8847760.71,"volume in million, value in rupees crore",
2019,December,UPI,1308.4,202520.76,"volume in million, value in rupees crore",
2019,November,BHIM,15.76,5853.5,"volume in million, value in rupees crore",
2019,November,Bharat Bill Pay,13.39,2085.26,"volume in million, value in rupees crore",
2019,November,IMPS,228.08,202903.64,"volume in million, value in rupees crore",
2019,November,Mobile,1362.31,471295.41,"volume in million, value in rupees crore",
2019,November,NEFT,0.0,1734651.2,"volume in million, value in rupees crore",
2019,November,RTGS,13.16,7469568.88,"volume in million, value in rupees crore",
2019,November,UPI,1218.77,189229.09,"volume in million, value in rupees crore",
2019,October,BHIM,16.96,6339.61,"volume in million, value in rupees crore",
2019,October,Bharat Bill Pay,12.6,2257.85,"volume in million, value in rupees crore",
2019,October,IMPS,236.93,212660.44,"volume in million, value in rupees crore",
2019,October,Mobile,1252.54,532759.21,"volume in million, value in rupees crore",
2019,October,NEFT,0.0,1860786.3,"volume in million, value in rupees crore",
2019,October,RTGS,12.67,8937536.16,"volume in million, value in rupees crore",
2019,October,UPI,1148.36,191359.94,"volume in million, value in rupees crore",
2019,September,BHIM,17.18,5924.15,"volume in million, value in rupees crore",
2019,September,Bharat Bill Pay,10.97,1894.53,"volume in million, value in rupees crore",
2019,September,IMPS,204.16,183746.95,"volume in million, value in rupees crore",
2019,September,Mobile,1107.64,470167.59,"volume in million, value in rupees crore",
2019,September,NEFT,0.0,1811780.9,"volume in million, value in rupees crore",
2019,September,RTGS,11.23,9383141.64,"volume in million, value in rupees crore",
2019,September,UPI,955.02,161456.56,"volume in million, value in rupees crore",
2019,August,BHIM,16.89,6132.1,"volume in million, value in rupees crore",
2019,August,Bharat Bill Pay,10.57,1828.36,"volume in million, value in rupees crore",
2019,August,IMPS,200.31,189112.88,"volume in million, value in rupees crore",
2019,August,Mobile,1015.78,328042.87,"volume in million, value in rupees crore",
2019,August,NEFT,0.0,1796152.8,"volume in million, value in rupees crore",
2019,August,RTGS,11.66,9829147.02,"volume in million, value in rupees crore",
2019,August,UPI,918.35,154504.89,"volume in million, value in rupees crore",
2019,July,BHIM,16.01,6121.67,"volume in million, value in rupees crore",
2019,July,Bharat Bill Pay,10.24,1744.08,"volume in million, value in rupees crore",
2019,July,IMPS,189.28,182021.01,"volume in million, value in rupees crore",
2019,July,Mobile,932.49,534124.03,"volume in million, value in rupees crore",
2019,July,NEFT,0.0,178.43,"volume in million, value in rupees crore",
2019,July,RTGS,12.51,10886126.26,"volume in million, value in rupees crore",
2019,July,UPI,822.29,146386.64,"volume in million, value in rupees crore",
2019,June,BHIM,15.49,6202.49,"volume in million, value in rupees crore",
2019,June,Bharat Bill Pay,9.63,1575.61,"volume in million, value in rupees crore",
2019,June,IMPS,171.33,173019.27,"volume in million, value in rupees crore",
2019,June,Mobile,848.61,497543.06,"volume in million, value in rupees crore",
2019,June,NEFT,0.0,174.96,"volume in million, value in rupees crore",
2019,June,RTGS,11.6,10177607.77,"volume in million, value in rupees crore",
2019,June,UPI,754.54,146566.35,"volume in million, value in rupees crore",
2019,May,BHIM,15.77,6627.42,"volume in million, value in rupees crore",
2019,May,Bharat Bill Pay,9.83,1386.36,"volume in million, value in rupees crore",
2019,May,IMPS,183.33,180456.44,"volume in million, value in rupees crore",
2019,May,Mobile,841.74,485008.29,"volume in million, value in rupees crore",
2019,May,NEFT,0.0,212.78,"volume in million, value in rupees crore",
2019,May,RTGS,12.22,10488616.32,"volume in million, value in rupees crore",
2019,May,UPI,733.54,152449.29,"volume in million, value in rupees crore",
2019,April,BHIM,15.15,6583.58,"volume in million, value in rupees crore",
2019,April,Bharat Bill Pay,8.83,1055.92,"volume in million, value in rupees crore",
2019,April,IMPS,185.04,169197.08,"volume in million, value in rupees crore",
2019,April,Mobile,881.23,402017.51,"volume in million, value in rupees crore",
2019,April,NEFT,0.0,205.47,"volume in million, value in rupees crore",
2019,April,RTGS,11.23,9308065.92,"volume in million, value in rupees crore",
2019,April,UPI,781.79,142034.39,"volume in million, value in rupees crore",
2019,March,BHIM,14.92,6417.02,"volume in million, value in rupees crore",
2019,March,Bharat Bill Pay,9.28,1044.2,"volume in million, value in rupees crore",
2019,March,IMPS,190.18,176288.88,"volume in million, value in rupees crore",
2019,March,Mobile,872.93,440152.75,"volume in million, value in rupees crore",
2019,March,NEFT,0.0,254.7,"volume in million, value in rupees crore",
2019,March,RTGS,13.35,12555100.38,"volume in million, value in rupees crore",
2019,March,UPI,799.54,133460.72,"volume in million, value in rupees crore",
2019,February,BHIM,12.83,5624.21,"volume in million, value in rupees crore",
2019,February,Bharat Bill Pay,7.88,894.15,"volume in million, value in rupees crore",
2019,February,IMPS,166.37,149342.6,"volume in million, value in rupees crore",
2019,February,Mobile,739.41,304725.05,"volume in million, value in rupees crore",
2019,February,NEFT,0.0,192.14,"volume in million, value in rupees crore",
2019,February,RTGS,10.84,9457625.71,"volume in million, value in rupees crore",
2019,February,UPI,674.19,106737.12,"volume in million, value in rupees crore",
2019,January,BHIM,13.98,6202.51,"volume in million, value in rupees crore",
2019,January,Bharat Bill Pay,8.25,971.44,"volume in million, value in rupees crore",
2019,January,IMPS,171.51,152296.81,"volume in million, value in rupees crore",
2019,January,Mobile,710.9,295973.89,"volume in million, value in rupees crore",
2019,January,NEFT,0.0,196.63,"volume in million, value in rupees crore",
2019,January,RTGS,11.5,10699192.26,"volume in million, value in rupees crore",
2019,January,UPI,672.75,109932.43,"volume in million, value in rupees crore",
2018,December,BHIM,17.06,7589.19,"volume in million, value in rupees crore",
2018,December,Bharat Bill Pay,8.28,1018.79,"volume in million, value in rupees crore",
2018,December,IMPS,176.93,146898.58,"volume in million, value in rupees crore",
2018,December,Mobile,661.43,277632.89,"volume in million, value in rupees crore",
2018,December,NEFT,0.0,195.7,"volume in million, value in rupees crore",
2018,December,RTGS,11.05,10133855.92,"volume in million, value in rupees crore",
2018,December,UPI,620.17,102594.82,"volume in million, value in rupees crore",
2018,November,BHIM,17.35,7981.82,"volume in million, value in rupees crore",
2018,November,Bharat Bill Pay,7.39,955.43,"volume in million, value in rupees crore",
2018,November,IMPS,149.94,134756.74,"volume in million, value in rupees crore",
2018,November,Mobile,575.99,249251.58,"volume in million, value in rupees crore",
2018,November,NEFT,0.0,182.47,"volume in million, value in rupees crore",
2018,November,RTGS,10.7,9116291.88,"volume in million, value in rupees crore",
2018,November,UPI,524.94,82232.21,"volume in million, value in rupees crore",
2018,October,BHIM,18.27,8206.37,"volume in million, value in rupees crore",
2018,October,Bharat Bill Pay,6.95,910.49,"volume in million, value in rupees crore",
2018,October,IMPS,154.62,140306.54,"volume in million, value in rupees crore",
2018,October,Mobile,559.48,248017.45,"volume in million, value in rupees crore",
2018,October,NEFT,0.0,192.27,"volume in million, value in rupees crore",
2018,October,RTGS,11.58,9794407.73,"volume in million, value in rupees crore",
2018,October,UPI,482.36,74978.27,"volume in million, value in rupees crore",
2018,September,BHIM,16.33,7064.86,"volume in million, value in rupees crore",
2018,September,Bharat Bill Pay,6.05,771.09,"volume in million, value in rupees crore",
2018,September,IMPS,135.74,125639.83,"volume in million, value in rupees crore",
2018,September,Mobile,489.64,217633.45,"volume in million, value in rupees crore",
2018,September,NEFT,0.0,180.16,"volume in million, value in rupees crore",
2018,September,RTGS,10.14,9180684.1,"volume in million, value in rupees crore",
2018,September,UPI,405.87,59835.36,"volume in million, value in rupees crore",
2018,August,BHIM,16.5,6872.57,"volume in million, value in rupees crore",
2018,August,Bharat Bill Pay,5.36,719.97,"volume in million, value in rupees crore",
2018,August,IMPS,133.58,123733.51,"volume in million, value in rupees crore",
2018,August,Mobile,392.79,208568.85,"volume in million, value in rupees crore",
2018,August,NEFT,0.0,187.12,"volume in million, value in rupees crore",
2018,August,RTGS,10.74,9799352.97,"volume in million, value in rupees crore",
2018,August,UPI,312.02,54212.26,"volume in million, value in rupees crore",
2018,July,BHIM,16.42,6692.66,"volume in million, value in rupees crore",
2018,July,Bharat Bill Pay,4.67,631.51,"volume in million, value in rupees crore",
2018,July,IMPS,127.38,117166.56,"volume in million, value in rupees crore",
2018,July,Mobile,356.08,205982.5,"volume in million, value in rupees crore",
2018,July,NEFT,180.62,173213.73,"volume in million, value in rupees crore",
2018,July,RTGS,10.69,9964634.97,"volume in million, value in rupees crore",
2018,July,UPI,273.75,51843.14,"volume in million, value in rupees crore",
2018,June,BHIM,16.34,6261.25,"volume in million, value in rupees crore",
2018,June,Bharat Bill Pay,3.83,534.06,"volume in million, value in rupees crore",
2018,June,IMPS,120.49,113011.57,"volume in million, value in rupees crore",
2018,June,Mobile,322.97,196604.94,"volume in million, value in rupees crore",
2018,June,NEFT,177.15,190170.81,"volume in million, value in rupees crore",
2018,June,RTGS,11.14,10113388.98,"volume in million, value in rupees crore",
2018,June,UPI,246.37,40834.03,"volume in million, value in rupees crore",
2018,May,BHIM,14.16,5748.47,"volume in million, value in rupees crore",
2018,May,Bharat Bill Pay,3.03,384.74,"volume in million, value in rupees crore",
2018,May,IMPS,116.62,108574.96,"volume in million, value in rupees crore",
2018,May,Mobile,267.91,178943.84,"volume in million, value in rupees crore",
2018,May,NEFT,172.91,171519.64,"volume in million, value in rupees crore",
2018,May,RTGS,11.19,9376533.93,"volume in million, value in rupees crore",
2018,May,UPI,189.48,33288.51,"volume in million, value in rupees crore",
2018,April,BHIM,12.6,4972.69,"volume in million, value in rupees crore",
2018,April,Bharat Bill Pay,2.42,263.43,"volume in million, value in rupees crore",
2018,April,IMPS,109.55,102240.26,"volume in million, value in rupees crore",
2018,April,Mobile,250.62,134839.37,"volume in million, value in rupees crore",
2018,April,NEFT,167.35,163266.41,"volume in million, value in rupees crore",
2018,April,RTGS,10.37,8245743.65,"volume in million, value in rupees crore",
2018,April,UPI,190.08,27021.85,"volume in million, value in rupees crore",
2018,March,BHIM,11.95,4839.65,"volume in million, value in rupees crore",
2018,March,IMPS,110.16,103804.02,"volume in million, value in rupees crore",
2018,March,Mobile,239.9,141503.46,"volume in million, value in rupees crore",
2018,March,NEFT,212.01,225407.71,"volume in million, value in rupees crore",
2018,March,RTGS,12.36,11249867.83,"volume in million, value in rupees crore",
2018,March,UPI,178.05,24172.6,"volume in million, value in rupees crore",
2018,February,BHIM,9.88,4011.16,"volume in million, value in rupees crore",
2018,February,IMPS,99.25,88270.33,"volume in million, value in rupees crore",
2018,February,Mobile,223.25,113660.43,"volume in million, value in rupees crore",
2018,February,NEFT,165.59,148439.0,"volume in million, value in rupees crore",
2018,February,RTGS,10.34,8213479.75,"volume in million, value in rupees crore",
2018,February,UPI,171.4,19126.2,"volume in million, value in rupees crore",
2018,January,BHIM,9.57,3647.19,"volume in million, value in rupees crore",
2018,January,IMPS,99.59,88213.58,"volume in million, value in rupees crore",
2018,January,Mobile,215.01,111407.83,"volume in million, value in rupees crore",
2018,January,NEFT,170.21,153740.67,"volume in million, value in rupees crore",
2018,January,RTGS,10.85,9586637.02,"volume in million, value in rupees crore",
2018,January,UPI,151.83,15571.2,"volume in million, value in rupees crore",
2017,December,BHIM,9.07,3083.21,"volume in million, value in rupees crore",
2017,December,IMPS,98.01,87106.19,"volume in million, value in rupees crore",
2017,December,Mobile,206.52,105700.18,"volume in million, value in rupees crore",
2017,December,NEFT,169.05,157792.02,"volume in million, value in rupees crore",
2017,December,RTGS,10.58,9055783.25,"volume in million, value in rupees crore",
2017,December,UPI,145.64,13174.24,"volume in million, value in rupees crore",
2017,November,BHIM,8.19,2548.81,"volume in million, value in rupees crore",
2017,November,IMPS,89.49,78257.69,"volume in million, value in rupees crore",
2017,November,Mobile,184.97,106541.94,"volume in million, value in rupees crore",
2017,November,NEFT,161.97,138839.98,"volume in million, value in rupees crore",
2017,November,RTGS,10.51,8755012.9,"volume in million, value in rupees crore",
2017,November,UPI,105.02,9669.33,"volume in million, value in rupees crore",
2017,October,BHIM,7.63,2348.7,"volume in million, value in rupees crore",
2017,October,IMPS,88.12,75041.61,"volume in million, value in rupees crore",
2017,October,Mobile,150.68,91702.5,"volume in million, value in rupees crore",
2017,October,NEFT,158.78,138512.78,"volume in million, value in rupees crore",
2017,October,RTGS,9.71,8208441.61,"volume in million, value in rupees crore",
2017,October,UPI,76.96,7057.78,"volume in million, value in rupees crore",
2017,September,BHIM,7.6,2245.34,"volume in million, value in rupees crore",
2017,September,IMPS,82.85,71759.59,"volume in million, value in rupees crore",
2017,September,Mobile,113.89,86219.85,"volume in million, value in rupees crore",
2017,September,NEFT,157.67,141821.41,"volume in million, value in rupees crore",
2017,September,RTGS,9.32,9152164.56,"volume in million, value in rupees crore",
2017,September,UPI,30.98,5325.81,"volume in million, value in rupees crore",
2017,August,BHIM,6.81,1898.63,"volume in million, value in rupees crore",
2017,August,IMPS,75.66,65149.47,"volume in million, value in rupees crore",
2017,August,Mobile,98.25,80506.39,"volume in million, value in rupees crore",
2017,August,NEFT,151.61,125003.78,"volume in million, value in rupees crore",
2017,August,RTGS,9.16,7915780.92,"volume in million, value in rupees crore",
2017,August,UPI,16.8,4156.62,"volume in million, value in rupees crore",
2017,July,BHIM,5.43,1600.14,"volume in million, value in rupees crore",
2017,July,IMPS,69.07,60476.19,"volume in million, value in rupees crore",
2017,July,Mobile,103.54,81161.42,"volume in million, value in rupees crore",
2017,July,NEFT,148.14,120115.99,"volume in million, value in rupees crore",
2017,July,RTGS,9.07,7767579.98,"volume in million, value in rupees crore",
2017,July,UPI,11.63,3411.35,"volume in million, value in rupees crore",
2017,June,BHIM,4.62,1486.71,"volume in million, value in rupees crore",
2017,June,IMPS,65.84,59654.53,"volume in million, value in rupees crore",
2017,June,Mobile,115.73,180764.83,"volume in million, value in rupees crore",
2017,June,NEFT,152.34,126941.98,"volume in million, value in rupees crore",
2017,June,RTGS,9.51,8333094.82,"volume in million, value in rupees crore",
2017,June,UPI,10.35,3098.36,"volume in million, value in rupees crore",
2017,May,BHIM,3.98,1306.73,"volume in million, value in rupees crore",
2017,May,IMPS,66.72,58559.08,"volume in million, value in rupees crore",
2017,May,Mobile,114.26,213420.27,"volume in million, value in rupees crore",
2017,May,NEFT,155.82,124108.11,"volume in million, value in rupees crore",
2017,May,RTGS,10.09,8071662.09,"volume in million, value in rupees crore",
2017,May,UPI,9.36,2797.07,"volume in million, value in rupees crore",
2017,April,BHIM,3.19,1002.15,"volume in million, value in rupees crore",
2017,April,IMPS,65.08,56205.84,"volume in million, value in rupees crore",
2017,April,Mobile,106.27,161265.39,"volume in million, value in rupees crore",
2017,April,NEFT,143.17,121561.72,"volume in million, value in rupees crore",
2017,April,RTGS,9.23,7360369.54,"volume in million, value in rupees crore",
2017,April,UPI,7.2,2271.24,"volume in million, value in rupees crore",
2017,March,BHIM,2.46,823.1,"volume in million, value in rupees crore",
2017,March,IMPS,67.41,56468.35,"volume in million, value in rupees crore",
2017,March,Mobile,113.65,173088.15,"volume in million, value in rupees crore",
2017,March,NEFT,186.7,162945.0,"volume in million, value in rupees crore",
2017,March,RTGS,12.14,11182501.41,"volume in million, value in rupees crore",
