year,month,payment_system,volume,value,unit,note
2017,March,UPI,6.37,2425.14,"volume in million, value in rupees crore",
2017,February,BHIM,1.97,623.15,"volume in million, value in rupees crore",
2017,February,IMPS,59.75,48221.29,"volume in million, value in rupees crore",
2017,February,Mobile,95.41,127993.26,"volume in million, value in rupees crore",
2017,February,NEFT,148.21,108779.09,"volume in million, value in rupees crore",
2017,February,RTGS,8.8,6638230.68,"volume in million, value in rupees crore",
2017,February,UPI,4.38,1937.71,"volume in million, value in rupees crore",
2017,January,BHIM,1.72,356.5,"volume in million, value in rupees crore",
2017,January,IMPS,62.43,49125.6,"volume in million, value in rupees crore",
2017,January,Mobile,106.13,138305.37,"volume in million, value in rupees crore",
2017,January,NEFT,164.19,113550.75,"volume in million, value in rupees crore",
2017,January,RTGS,8.98,6886364.83,"volume in million, value in rupees crore",
2017,January,UPI,4.46,1696.22,"volume in million, value in rupees crore",
2016,December,BHIM,0.04,1.85,"volume in million, value in rupees crore",
2016,December,IMPS,52.86,43200.7,"volume in million, value in rupees crore",
2016,December,Mobile,110.64,149818.25,"volume in million, value in rupees crore",
2016,December,NEFT,166.31,115376.33,"volume in million, value in rupees crore",
2016,December,RTGS,8.47,7270257.31,"volume in million, value in rupees crore",
2016,December,UPI,1.99,707.93,"volume in million, value in rupees crore",
2016,November,IMPS,36.17,32480.53,"volume in million, value in rupees crore",
2016,November,Mobile,87.47,136570.03,"volume in million, value in rupees crore",
2016,November,NEFT,123.05,88078.85,"volume in million, value in rupees crore",
2016,November,RTGS,7.56,6688017.35,"volume in million, value in rupees crore",
2016,November,UPI,0.29,100.46,"volume in million, value in rupees crore",
2016,October,IMPS,42.11,34371.15,"volume in million, value in rupees crore",
2016,October,Mobile,78.12,113940.51,"volume in million, value in rupees crore",
2016,October,NEFT,133.21,95045.02,"volume in million, value in rupees crore",
2016,October,RTGS,8.67,6553385.59,"volume in million, value in rupees crore",
2016,October,UPI,0.1,48.57,"volume in million, value in rupees crore",
2016,September,IMPS,35.93,28911.77,"volume in million, value in rupees crore",
2016,September,Mobile,72.63,104259.94,"volume in million, value in rupees crore",
2016,September,NEFT,120.15,98801.65,"volume in million, value in rupees crore",
2016,September,RTGS,8.13,7406912.57,"volume in million, value in rupees crore",
2016,September,UPI,0.09,32.64,"volume in million, value in rupees crore",
2016,August,IMPS,33.89,26848.86,"volume in million, value in rupees crore",
2016,August,Mobile,71.76,103897.33,"volume in million, value in rupees crore",
2016,August,NEFT,118.56,87641.4,"volume in million, value in rupees crore",
2016,August,RTGS,8.21,6649595.07,"volume in million, value in rupees crore",
2016,August,UPI,0.09,3.09,"volume in million, value in rupees crore",
2016,July,IMPS,32.18,25853.79,"volume in million, value in rupees crore",
2016,July,Mobile,67.47,80959.12,"volume in million, value in rupees crore",
2016,July,NEFT,113.48,81453.88,"volume in million, value in rupees crore",
2016,July,RTGS,7.92,6471826.39,"volume in million, value in rupees crore",
2016,July,UPI,0.09,0.38,"volume in million, value in rupees crore",
2016,June,IMPS,29.68,23716.52,"volume in million, value in rupees crore",
2016,June,Mobile,63.17,67347.53,"volume in million, value in rupees crore",
2016,June,NEFT,118.29,88153.07,"volume in million, value in rupees crore",
2016,June,RTGS,8.46,7202419.25,"volume in million, value in rupees crore",
2016,June,UPI,0.0,0.0,"volume in million, value in rupees crore",
2016,May,IMPS,27.66,21617.76,"volume in million, value in rupees crore",
2016,May,Mobile,61.73,61813.36,"volume in million, value in rupees crore",
2016,May,NEFT,117.5,77325.43,"volume in million, value in rupees crore",
2016,May,RTGS,8.34,6493973.0,"volume in million, value in rupees crore",
2016,May,UPI,0.0,0.0,"volume in million, value in rupees crore",
2016,April,IMPS,26.78,21044.3,"volume in million, value in rupees crore",
2016,April,Mobile,48.67,52483.19,"volume in million, value in rupees crore",
2016,April,NEFT,111.84,83245.17,"volume in million, value in rupees crore",
2016,April,RTGS,7.97,5551568.13,"volume in million, value in rupees crore",
2016,April,UPI,0.0,0.0,"volume in million, value in rupees crore",
2016,March,IMPS,25.98,19873.07,"volume in million, value in rupees crore",
2016,March,Mobile,49.48,57280.4,"volume in million, value in rupees crore",
2016,March,NEFT,129.24,102263.59,"volume in million, value in rupees crore",
2016,March,RTGS,9.48,8466198.68,"volume in million, value in rupees crore",
2016,February,IMPS,23.8,16967.04,"volume in million, value in rupees crore",
2016,February,Mobile,44.65,54000.18,"volume in million, value in rupees crore",
2016,February,NEFT,110.17,72786.02,"volume in million, value in rupees crore",
2016,February,RTGS,7.87,5949606.26,"volume in million, value in rupees crore",
2016,January,IMPS,22.48,16559.22,"volume in million, value in rupees crore",
2016,January,Mobile,42.8,46521.01,"volume in million, value in rupees crore",
2016,January,NEFT,118.97,70867.5,"volume in million, value in rupees crore",
2016,January,RTGS,7.86,5530739.89,"volume in million, value in rupees crore",
2015,December,IMPS,20.52,15073.11,"volume in million, value in rupees crore",
2015,December,Mobile,39.49,49029.14,"volume in million, value in rupees crore",
2015,December,NEFT,119.61,81972.09,"volume in million, value in rupees crore",
2015,December,RTGS,7.67,5871263.81,"volume in million, value in rupees crore",
2015,November,IMPS,19.08,13767.06,"volume in million, value in rupees crore",
2015,November,Mobile,40.45,33471.48,"volume in million, value in rupees crore",
2015,November,NEFT,99.82,63701.62,"volume in million, value in rupees crore",
2015,November,RTGS,7.26,4528107.84,"volume in million, value in rupees crore",
2015,October,IMPS,19.42,13704.96,"volume in million, value in rupees crore",
2015,October,Mobile,32.48,30567.72,"volume in million, value in rupees crore",
2015,October,NEFT,114.6,69068.8,"volume in million, value in rupees crore",
2015,October,RTGS,7.97,5352047.64,"volume in million, value in rupees crore",
2015,September,IMPS,17.72,12070.87,"volume in million, value in rupees crore",
2015,September,Mobile,27.11,26960.21,"volume in million, value in rupees crore",
2015,September,NEFT,98.54,68602.07,"volume in million, value in rupees crore",
2015,September,RTGS,7.41,5839137.66,"volume in million, value in rupees crore",
2015,August,IMPS,16.65,11906.97,"volume in million, value in rupees crore",
2015,August,Mobile,25.16,21798.44,"volume in million, value in rupees crore",
2015,August,NEFT,95.94,61533.77,"volume in million, value in rupees crore",
2015,August,RTGS,7.46,5560225.94,"volume in million, value in rupees crore",
2015,July,IMPS,15.6,11217.2,"volume in million, value in rupees crore",
2015,July,Mobile,25.02,21456.2,"volume in million, value in rupees crore",
2015,July,NEFT,103.11,62893.69,"volume in million, value in rupees crore",
2015,July,RTGS,7.87,5971399.49,"volume in million, value in rupees crore",
2015,June,IMPS,13.82,10324.97,"volume in million, value in rupees crore",
2015,June,Mobile,21.87,20291.06,"volume in million, value in rupees crore",
2015,June,NEFT,91.22,63245.8,"volume in million, value in rupees crore",
2015,June,RTGS,7.88,6428003.55,"volume in million, value in rupees crore",
2015,May,IMPS,13.32,10675.33,"volume in million, value in rupees crore",
2015,May,Mobile,21.36,19918.05,"volume in million, value in rupees crore",
2015,May,NEFT,88.13,55360.27,"volume in million, value in rupees crore",
2015,May,RTGS,7.69,5105791.85,"volume in million, value in rupees crore",
2015,April,IMPS,12.37,10089.18,"volume in million, value in rupees crore",
2015,April,Mobile,19.78,18869.36,"volume in million, value in rupees crore",
2015,April,NEFT,83.53,60437.47,"volume in million, value in rupees crore",
2015,April,RTGS,7.54,5487654.09,"volume in million, value in rupees crore",
2015,March,IMPS,12.02,9414.7,"volume in million, value in rupees crore",
2015,March,Mobile,19.76,16913.83,"volume in million, value in rupees crore",
2015,March,NEFT,106.0,71730.91,"volume in million, value in rupees crore",
2015,March,RTGS,9.26,7564994.69,"volume in million, value in rupees crore",
2015,February,IMPS,10.08,7590.82,"volume in million, value in rupees crore",
2015,February,Mobile,17.91,14066.37,"volume in million, value in rupees crore",
2015,February,NEFT,81.19,50464.14,"volume in million, value in rupees crore",
2015,February,RTGS,7.34,4851693.17,"volume in million, value in rupees crore",
2015,January,IMPS,9.33,6972.62,"volume in million, value in rupees crore",
2015,January,Mobile,18.07,12917.42,"volume in million, value in rupees crore",
2015,January,NEFT,80.22,50847.34,"volume in million, value in rupees crore",
2015,January,RTGS,7.52,5135636.44,"volume in million, value in rupees crore",
2014,December,IMPS,8.38,6036.55,"volume in million, value in rupees crore",
2014,December,Mobile,16.78,11323.29,"volume in million, value in rupees crore",
2014,December,NEFT,83.49,55733.64,"volume in million, value in rupees crore",
2014,December,RTGS,7.81,5766928.09,"volume in million, value in rupees crore",
2014,November,IMPS,7.09,5259.01,"volume in million, value in rupees crore",
2014,November,Mobile,15.28,10232.52,"volume in million, value in rupees crore",
2014,November,NEFT,69.12,46167.5,"volume in million, value in rupees crore",
2014,November,RTGS,7.02,4666199.73,"volume in million, value in rupees crore",
2014,October,IMPS,6.51,4898.8,"volume in million, value in rupees crore",
2014,October,NEFT,73.29,47814.96,"volume in million, value in rupees crore",
2014,October,RTGS,6.87,4770096.66,"volume in million, value in rupees crore",
2014,September,IMPS,5.86,4294.64,"volume in million, value in rupees crore",
2014,September,NEFT,88.0,53933.64,"volume in million, value in rupees crore",
2014,September,RTGS,7.34,6064001.24,"volume in million, value in rupees crore",
2014,August,IMPS,4.8,3519.74,"volume in million, value in rupees crore",
2014,August,NEFT,66.98,45204.03,"volume in million, value in rupees crore",
2014,August,RTGS,6.62,4654569.09,"volume in million, value in rupees crore",
2014,July,IMPS,4.26,3018.64,"volume in million, value in rupees crore",
2014,July,Mobile,11.54,4421.78,"volume in million, value in rupees crore",
2014,July,NEFT,71.67,45778.44,"volume in million, value in rupees crore",
2014,July,RTGS,7.17,4837616.32,"volume in million, value in rupees crore",
2014,June,IMPS,3.71,2610.06,"volume in million, value in rupees crore",
2014,June,Mobile,10.73,3985.32,"volume in million, value in rupees crore",
2014,June,NEFT,67.86,45095.23,"volume in million, value in rupees crore",
2014,June,RTGS,7.1,5409201.54,"volume in million, value in rupees crore",
2014,May,IMPS,3.3,2416.0,"volume in million, value in rupees crore",
2014,May,Mobile,10.89,3882.06,"volume in million, value in rupees crore",
2014,May,NEFT,69.11,43073.79,"volume in million, value in rupees crore",
2014,May,RTGS,7.41,4731239.01,"volume in million, value in rupees crore",
2014,April,IMPS,3.11,2157.24,"volume in million, value in rupees crore",
2014,April,Mobile,10.17,3296.12,"volume in million, value in rupees crore",
2014,April,NEFT,70.62,42195.59,"volume in million, value in rupees crore",
2014,April,RTGS,6.92,4652898.11,"volume in million, value in rupees crore",
2014,March,IMPS,3.0,2050.03,"volume in million, value in rupees crore",
2014,March,Mobile,10.74,3407.06,"volume in million, value in rupees crore",
2014,March,NEFT,82.83,53122.53,"volume in million, value in rupees crore",
2014,March,RTGS,8.22,6521262.82,"volume in million, value in rupees crore",
2014,February,IMPS,2.23,1455.6,"volume in million, value in rupees crore",
2014,February,Mobile,8.86,2636.49,"volume in million, value in rupees crore",
2014,February,NEFT,64.15,36560.47,"volume in million, value in rupees crore",
2014,February,RTGS,6.31,4225935.78,"volume in million, value in rupees crore",
2014,January,IMPS,2.03,1320.28,"volume in million, value in rupees crore",
2014,January,Mobile,9.52,2625.29,"volume in million, value in rupees crore",
2014,January,NEFT,65.91,38715.35,"volume in million, value in rupees crore",
2014,January,RTGS,6.74,4889942.0,"volume in million, value in rupees crore",
2013,December,IMPS,1.84,1170.15,"volume in million, value in rupees crore",
2013,December,Mobile,8.89,2261.3,"volume in million, value in rupees crore",
2013,December,NEFT,60.36,39292.84,"volume in million, value in rupees crore",
2013,December,RTGS,6.65,5050273.49,"volume in million, value in rupees crore",
2013,November,IMPS,1.31,881.6,"volume in million, value in rupees crore",
2013,November,Mobile,8.13,1963.24,"volume in million, value in rupees crore",
2013,November,NEFT,52.65,33326.5,"volume in million, value in rupees crore",
2013,November,RTGS,6.03,4146006.69,"volume in million, value in rupees crore",
2013,October,IMPS,1.22,731.84,"volume in million, value in rupees crore",
2013,October,Mobile,7.79,1954.32,"volume in million, value in rupees crore",
2013,October,NEFT,56.91,38601.87,"volume in million, value in rupees crore",
2013,October,RTGS,6.55,4705788.38,"volume in million, value in rupees crore",
2013,September,IMPS,1.02,552.75,"volume in million, value in rupees crore",
2013,September,Mobile,7.17,1565.99,"volume in million, value in rupees crore",
2013,September,NEFT,51.25,34344.47,"volume in million, value in rupees crore",
2013,September,RTGS,5.86,4913013.82,"volume in million, value in rupees crore",
2013,August,Mobile,6.76,1412.78,"volume in million, value in rupees crore",
2013,August,NEFT,47.62,31505.78,"volume in million, value in rupees crore",
2013,August,RTGS,5.81,4265224.32,"volume in million, value in rupees crore",
2013,July,Mobile,7.03,1284.04,"volume in million, value in rupees crore",
2013,July,NEFT,50.42,34443.87,"volume in million, value in rupees crore",
2013,July,RTGS,6.15,4821620.6,"volume in million, value in rupees crore",
2013,June,Mobile,6.63,1147.71,"volume in million, value in rupees crore",
2013,June,NEFT,43.19,32530.71,"volume in million, value in rupees crore",
2013,June,RTGS,5.74,4792952.49,"volume in million, value in rupees crore",
2013,May,Mobile,6.87,1194.07,"volume in million, value in rupees crore",
2013,May,NEFT,45.06,32895.0,"volume in million, value in rupees crore",
2013,May,RTGS,6.26,4493161.91,"volume in million, value in rupees crore",
2013,April,Mobile,6.33,986.15,"volume in million, value in rupees crore",
2013,April,NEFT,40.66,32479.6,"volume in million, value in rupees crore",
2013,April,RTGS,6.04,4536217.36,"volume in million, value in rupees crore",
2013,March,Mobile,6.4,991.93,"volume in million, value in rupees crore",
2013,March,NEFT,47.09,36024.76,"volume in million, value in rupees crore",
2013,March,RTGS,6.83,6003757.37,"volume in million, value in rupees crore",
2013,February,Mobile,5.44,807.07,"volume in million, value in rupees crore",
2013,February,NEFT,38.29,25603.48,"volume in million, value in rupees crore",
2013,February,RTGS,5.46,4071671.99,"volume in million, value in rupees crore",
2013,January,Mobile,5.55,624.85,"volume in million, value in rupees crore",
2013,January,NEFT,38.36,28148.75,"volume in million, value in rupees crore",
2013,January,RTGS,5.88,4371366.79,"volume in million, value in rupees crore",
2012,December,Mobile,5.22,598.14,"volume in million, value in rupees crore",
2012,December,NEFT,35.54,26676.77,"volume in million, value in rupees crore",
2012,December,RTGS,5.65,4412022.95,"volume in million, value in rupees crore",
2012,November,Mobile,4.72,538.95,"volume in million, value in rupees crore",
2012,November,NEFT,33.71,23015.52,"volume in million, value in rupees crore",
2012,November,RTGS,5.19,3571731.85,"volume in million, value in rupees crore",
2012,October,Mobile,4.44,497.65,"volume in million, value in rupees crore",
2012,October,NEFT,34.84,253421.07,"volume in million, value in rupees crore",
2012,October,RTGS,5.46,4192528.15,"volume in million, value in rupees crore",
2012,September,Mobile,3.9,410.45,"volume in million, value in rupees crore",
2012,September,NEFT,29.43,227293.89,"volume in million, value in rupees crore",
2012,September,RTGS,4.75,4535591.42,"volume in million, value in rupees crore",
2012,August,Mobile,3.97,354.86,"volume in million, value in rupees crore",
2012,August,NEFT,29.28,210775.53,"volume in million, value in rupees crore",
2012,August,RTGS,4.79,4046832.34,"volume in million, value in rupees crore",
2012,July,Mobile,3.71,337.97,"volume in million, value in rupees crore",
2012,July,NEFT,29.25,210899.74,"volume in million, value in rupees crore",
2012,July,RTGS,5.11,4190325.28,"volume in million, value in rupees crore",
2012,June,Mobile,3.44,306.71,"volume in million, value in rupees crore",
2012,June,NEFT,27.19,207026.17,"volume in million, value in rupees crore",
2012,June,RTGS,5.12,4992298.49,"volume in million, value in rupees crore",
2012,May,Mobile,3.35,286.55,"volume in million, value in rupees crore",
2012,May,NEFT,27.23,19947.69,"volume in million, value in rupees crore",
2012,May,RTGS,5.17,3521900.31,"volume in million, value in rupees crore",
2012,April,Mobile,3.18,234.57,"volume in million, value in rupees crore",
2012,April,NEFT,23.77,19549.56,"volume in million, value in rupees crore",
2012,April,RTGS,4.58,3389759.79,"volume in million, value in rupees crore",
2012,March,Mobile,3.12,232.53,"volume in million, value in rupees crore",
2012,March,NEFT,27.11,24038.89,"volume in million, value in rupees crore",
2012,March,RTGS,5.91,4966993.93,"volume in million, value in rupees crore",
2012,February,Mobile,2.8,196.04,"volume in million, value in rupees crore",
2012,February,NEFT,21.63,17650.29,"volume in million, value in rupees crore",
2012,February,RTGS,4.68,3200965.1,"volume in million, value in rupees crore",
2012,January,Mobile,2.84,190.9,"volume in million, value in rupees crore",
2012,January,NEFT,20.63,17057.0,"volume in million, value in rupees crore",
2012,January,RTGS,4.64,3185659.39,"volume in million, value in rupees crore",
2011,December,NEFT,20.61,160345.0,"volume in million, value in rupees crore",
2011,December,RTGS,4.73,3773742.81,"volume in million, value in rupees crore",
2011,November,NEFT,18.79,136215.39,"volume in million, value in rupees crore",
2011,November,RTGS,4.37,2920578.91,"volume in million, value in rupees crore",
2011,October,NEFT,19.25,142033.17,"volume in million, value in rupees crore",
2011,October,RTGS,4.14,2848738.7,"volume in million, value in rupees crore",
2011,September,NEFT,17.56,136551.05,"volume in million, value in rupees crore",
2011,September,RTGS,4.02,3431898.77,"volume in million, value in rupees crore",
2011,August,NEFT,17.33,122567.9,"volume in million, value in rupees crore",
2011,August,RTGS,3.82,2868727.91,"volume in million, value in rupees crore",
2011,July,NEFT,16.63,128353.72,"volume in million, value in rupees crore",
2011,July,RTGS,3.81,2926783.39,"volume in million, value in rupees crore",
2011,June,NEFT,15.94,131994.81,"volume in million, value in rupees crore",
2011,June,RTGS,3.92,3454780.81,"volume in million, value in rupees crore",
2011,May,NEFT,15.77,114532.32,"volume in million, value in rupees crore",
2011,May,RTGS,3.94,3070944.95,"volume in million, value in rupees crore",
2011,April,NEFT,14.87,130294.5,"volume in million, value in rupees crore",
2011,April,RTGS,3.04,2874633.74,"volume in million, value in rupees crore",
2011,March,NEFT,16.36,150380.68,"volume in million, value in rupees crore",
2011,March,RTGS,4.43,4486952.95,"volume in million, value in rupees crore",
2011,February,NEFT,13.43,90588.35,"volume in million, value in rupees crore",
2011,February,RTGS,3.52,2832225.44,"volume in million, value in rupees crore",
2011,January,NEFT,12.96,93888.32,"volume in million, value in rupees crore",
2011,January,RTGS,3.53,2860861.47,"volume in million, value in rupees crore",
2010,December,NEFT,13.46,93663.82,"volume in million, value in rupees crore",
2010,December,RTGS,3.6,3450012.25,"volume in million, value in rupees crore",
2010,November,NEFT,11.75,77361.09,"volume in million, value in rupees crore",
2010,November,RTGS,3.72,3006349.76,"volume in million, value in rupees crore",
2010,October,NEFT,11.63,77703.52,"volume in million, value in rupees crore",
2010,October,RTGS,4.41,3102982.43,"volume in million, value in rupees crore",
2010,September,NEFT,9.83,61619.61,"volume in million, value in rupees crore",
2010,September,RTGS,3.83,3070013.19,"volume in million, value in rupees crore",
2010,August,NEFT,9.8,61641.84,"volume in million, value in rupees crore",
2010,August,RTGS,3.9,2556679.28,"volume in million, value in rupees crore",
2010,July,NEFT,9.46,67051.68,"volume in million, value in rupees crore",
2010,July,RTGS,3.86,2664682.44,"volume in million, value in rupees crore",
2010,June,NEFT,8.42,52447.21,"volume in million, value in rupees crore",
2010,June,RTGS,3.8,2872284.41,"volume in million, value in rupees crore",
2010,May,NEFT,7.74,55867.16,"volume in million, value in rupees crore",
2010,May,RTGS,3.65,2480707.11,"volume in million, value in rupees crore",
2010,April,NEFT,7.47,49865.56,"volume in million, value in rupees crore",
2010,April,RTGS,3.47,2802542.1,"volume in million, value in rupees crore",
2010,March,NEFT,8.28,43897.45,"volume in million, value in rupees crore",
2010,March,RTGS,4.06,3728731.22,"volume in million, value in rupees crore",
2010,February,NEFT,6.4,35494.49,"volume in million, value in rupees crore",
2010,February,RTGS,3.11,2209498.0,"volume in million, value in rupees crore",
2010,January,NEFT,6.18,32105.92,"volume in million, value in rupees crore",
2010,January,RTGS,3.01,2391646.42,"volume in million, value in rupees crore",
2009,December,RTGS,3.03,2698072.77,"volume in million, value in rupees crore",
2009,November,RTGS,2.7,2122556.52,"volume in million, value in rupees crore",
2009,October,NEFT,5.92,29490.4,"volume in million, value in rupees crore",
2009,October,RTGS,2.68,2611319.99,"volume in million, value in rupees crore",
2009,September,NEFT,4.93,25701.64,"volume in million, value in rupees crore",
2009,September,RTGS,2.22,2639052.07,"volume in million, value in rupees crore",
2009,August,NEFT,5.2,27846.82,"volume in million, value in rupees crore",
2009,August,RTGS,2.11,2451621.3,"volume in million, value in rupees crore",
2009,July,NEFT,5.07,27318.47,"volume in million, value in rupees crore",
2009,July,RTGS,2.12,2361696.14,"volume in million, value in rupees crore",
2009,June,NEFT,4.48,23813.28,"volume in million, value in rupees crore",
2009,June,RTGS,2.01,2414892.93,"volume in million, value in rupees crore",
2009,April,NEFT,3.92,21834.81,"volume in million, value in rupees crore",
2009,April,RTGS,1.62,1882570.44,"volume in million, value in rupees crore",
2009,March,NEFT,4.03,24809.73,"volume in million, value in rupees crore",
2009,March,RTGS,1.72,2427783.53,"volume in million, value in rupees crore",
2009,February,NEFT,3.3,18644.27,"volume in million, value in rupees crore",
2009,February,RTGS,1.31,1588921.37,"volume in million, value in rupees crore",
2009,January,NEFT,3.2,18691.0,"volume in million, value in rupees crore",
2009,January,RTGS,1.24,1617258.72,"volume in million, value in rupees crore",
2008,December,NEFT,3.17,19145.03,"volume in million, value in rupees crore",
2008,November,NEFT,2.7,15704.98,"volume in million, value in rupees crore",
2008,November,RTGS,0.96,1333676.48,"volume in million, value in rupees crore",
2008,October,NEFT,3.05,18260.13,"volume in million, value in rupees crore",
2008,October,RTGS,0.92,1600262.02,"volume in million, value in rupees crore",
2008,September,NEFT,2.5,15177.97,"volume in million, value in rupees crore",
2008,September,RTGS,0.78,1856151.15,"volume in million, value in rupees crore",
2008,August,NEFT,2.23,13078.15,"volume in million, value in rupees crore",
2008,August,RTGS,0.69,1436487.67,"volume in million, value in rupees crore",
2008,July,NEFT,2.28,12694.57,"volume in million, value in rupees crore",
2008,July,RTGS,0.69,1587652.09,"volume in million, value in rupees crore",
2008,June,NEFT,1.9,11326.13,"volume in million, value in rupees crore",
2008,June,RTGS,0.62,1646155.13,"volume in million, value in rupees crore",
